Customer_ID,Age,Gender,Marital_Status,Dependents,Occupation,Income_Bracket,Credit_Score,Location,Current_Product,Browsed_Products,Recommended_Product,Life_Stage,Avg_Monthly_Spend,Savings_Rate,Existing_Loans,Digital_Engagement_Score,Transaction_Frequency,Last_Product_Viewed,Last_Login_Date,Channel_Used,Campaign_Response,Churn_Risk,Recommendation_Reason,Conversion_Probability,Recommended_By,Offer_Available
CUST01436,27,Female,Single,1,Retired,Medium,811,Urban,Basic Credit Card,"Retirement Fund, Health Insurance",Personal Loan,Early Career,144136,0.45,None,4,High,Savings Account,2025-09-26,Branch,Yes,Low,Based on browsing history,0.27,Hybrid,No
CUST01437,26,Male,Widowed,0,Self-Employed,High,455,Metro,Savings Account,"Savings Account, Bike Loan",Basic Credit Card,Mid-Career Professional,131277,0.44,None,7,Low,Fixed Deposit,2025-09-14,Mobile App,No,High,Based on browsing history,0.89,Hybrid,Yes
CUST01438,26,Male,Single,3,Self-Employed,High,567,Urban,Basic Credit Card,"Gold Investment, Life Insurance",Personal Loan,Pre-Retirement,5485,0.06,Personal Loan,3,High,Retirement Fund,2025-09-09,Website,No,Low,Similar customers bought this,0.12,Content-Based,No
CUST01439,44,Male,Married,2,Self-Employed,Low,627,Metro,Student Credit Card,"Micro-loans, Budget Credit Card",Entry-Level Credit Card,Mid-Career Professional,9431,0.38,None,5,Low,Micro-loans,2025-09-15,Website,Yes,Medium,Based on browsing history,0.49,Hybrid,No
CUST01440,30,Female,Married,1,IT,Low,487,Semi-Urban,Basic Credit Card,"Savings Account, Bike Loan",Personal Loan,Mid-Career Professional,178627,0.22,Personal Loan,7,Low,Savings Account,2025-09-25,Mobile App,Yes,Low,Based on browsing history,0.37,Content-Based,No
CUST01441,56,Female,Single,2,Other,Medium,666,Semi-Urban,Basic Credit Card,"Savings Account, Bike Loan",Personal Loan,Early Career,72270,0.07,None,4,Low,Retirement Fund,2025-09-13,Mobile App,Yes,Low,Similar customers bought this,0.83,Collaborative Filtering,No
CUST01442,41,Female,Single,0,Government,Medium,738,Rural,Savings Account,"Gold Investment, Life Insurance",Basic Credit Card,Early Career,172767,0.2,None,8,Medium,Savings Account,2025-09-26,Mobile App,No,Low,Matched to profile,0.34,Content-Based,No
CUST01443,63,Female,Single,0,IT,High,719,Rural,Savings Account,"Retirement Fund, Health Insurance",Basic Credit Card,Mid-Career Professional,97451,0.32,None,1,Medium,Gold Investment,2025-09-16,Website,No,Low,Similar customers bought this,0.88,Hybrid,No
CUST01444,56,Female,Single,1,Government,Medium,729,Metro,Savings Account,"Retirement Fund, Health Insurance",Basic Credit Card,Early Career,197632,0.19,Car Loan,6,High,Micro-loans,2025-09-01,Branch,No,Low,Based on browsing history,0.82,Collaborative Filtering,No
CUST01445,39,Female,Divorced,0,Other,Medium,393,Urban,Premium Credit Card,"Savings Account, Bike Loan",Personal Loan (Travel),Pre-Retirement,174296,0.4,None,3,Medium,Savings Account,2025-09-26,Website,No,Medium,Matched to profile,0.35,Hybrid,No
CUST01446,38,Male,Married,2,Self-Employed,Medium,801,Semi-Urban,Basic Credit Card,"Fixed Deposit, Home Loan",Personal Loan,Early Career,131307,0.27,Home Loan,8,Low,Micro-loans,2025-09-25,Mobile App,No,Medium,Matched to profile,0.93,Collaborative Filtering,No
CUST01447,45,Male,Married,4,Government,Low,590,Semi-Urban,Premium Credit Card,"Fixed Deposit, Home Loan",Personal Loan (Travel),Young Professional,172696,0.07,None,3,Medium,Fixed Deposit,2025-09-23,Mobile App,Yes,Low,Based on browsing history,0.76,Collaborative Filtering,Yes
CUST01448,24,Male,Married,2,Government,Medium,393,Urban,Basic Credit Card,"Travel Insurance, Mutual Funds",Personal Loan,Mid-Career Professional,93104,0.3,None,3,Medium,Gold Investment,2025-09-11,Website,Yes,Low,Matched to profile,0.15,Collaborative Filtering,No
CUST01449,53,Female,Single,1,IT,High,825,Metro,Student Credit Card,"Travel Insurance, Mutual Funds",Entry-Level Credit Card,Young Professional,100088,0.25,None,4,Medium,Travel Insurance,2025-09-19,Website,No,Low,Similar customers bought this,0.44,Hybrid,Yes
CUST01450,56,Male,Married,1,Other,Low,720,Urban,Student Credit Card,"Travel Insurance, Mutual Funds",Entry-Level Credit Card,Young Professional,184523,0.09,Home Loan,10,High,Travel Insurance,2025-09-02,Mobile App,No,Medium,Matched to profile,0.49,Hybrid,Yes
CUST01451,59,Female,Married,2,Retired,Medium,519,Rural,Student Credit Card,"Retirement Fund, Health Insurance",Entry-Level Credit Card,Early Career,159550,0.25,None,5,Low,Gold Investment,2025-09-17,Mobile App,No,Medium,Based on browsing history,0.73,Hybrid,Yes
CUST01452,34,Male,Divorced,1,Government,Medium,735,Urban,Basic Credit Card,"Savings Account, Bike Loan",Personal Loan,Mid-Career Professional,58522,0.41,None,2,Low,Savings Account,2025-09-18,Branch,No,High,Based on browsing history,0.77,Content-Based,No
CUST01453,46,Male,Single,2,IT,Low,340,Metro,Basic Credit Card,"Gold Investment, Life Insurance",Personal Loan,Early Career,163322,0.1,Multiple,8,High,Travel Insurance,2025-09-04,Mobile App,No,Low,Similar customers bought this,0.89,Content-Based,No
CUST01454,30,Female,Single,1,Self-Employed,Low,432,Urban,Mortgage Loan,"Gold Investment, Life Insurance",Retirement Investment Plan,Young Professional,126945,0.16,None,7,Medium,Gold Investment,2025-09-07,Website,No,High,Based on browsing history,0.95,Hybrid,No
CUST01455,25,Male,Single,1,Other,High,576,Urban,Savings Account,"Micro-loans, Budget Credit Card",Basic Credit Card,Mid-Career Professional,141522,0.49,Home Loan,8,Medium,Fixed Deposit,2025-09-01,Mobile App,No,Low,Similar customers bought this,0.21,Hybrid,Yes
CUST01456,35,Female,Single,0,Self-Employed,Low,738,Semi-Urban,Savings Account,"Savings Account, Bike Loan",Basic Credit Card,Early Career,151474,0.24,Multiple,8,Medium,Retirement Fund,2025-09-09,Branch,No,Low,Based on browsing history,0.86,Hybrid,No
CUST01457,58,Female,Married,2,Self-Employed,Low,732,Metro,Basic Credit Card,"Savings Account, Bike Loan",Personal Loan,Pre-Retirement,166887,0.42,None,10,Medium,Savings Account,2025-09-03,Mobile App,No,High,Matched to profile,0.87,Content-Based,No
CUST01458,55,Female,Single,0,Retired,Low,616,Urban,Premium Credit Card,"Travel Insurance, Mutual Funds",Personal Loan (Travel),Early Career,103975,0.28,Personal Loan,3,Medium,Fixed Deposit,2025-09-07,Branch,No,Low,Similar customers bought this,0.62,Hybrid,No
CUST01459,32,Female,Married,1,Government,Medium,433,Metro,Savings Account,"Savings Account, Bike Loan",Basic Credit Card,Mid-Career Professional,164738,0.15,None,4,High,Gold Investment,2025-09-07,Mobile App,No,Low,Based on browsing history,0.76,Hybrid,No
CUST01460,62,Female,Married,1,Retired,Medium,478,Semi-Urban,Premium Credit Card,"Gold Investment, Life Insurance",Personal Loan (Travel),Young Professional,82281,0.09,Personal Loan,9,Medium,Savings Account,2025-09-07,Branch,No,Low,Based on browsing history,0.66,Collaborative Filtering,No
CUST01461,24,Male,Single,3,IT,Medium,361,Urban,Premium Credit Card,"Travel Insurance, Mutual Funds",Personal Loan (Travel),Mid-Career Professional,28831,0.39,None,10,Medium,Retirement Fund,2025-09-04,Mobile App,No,Low,Based on browsing history,0.92,Hybrid,No
CUST01462,49,Female,Single,1,Retired,Low,579,Rural,Basic Credit Card,"Savings Account, Bike Loan",Personal Loan,Mid-Career Professional,175685,0.27,None,4,High,Fixed Deposit,2025-09-26,Mobile App,Yes,Low,Matched to profile,0.17,Hybrid,Yes
CUST01463,50,Male,Divorced,1,IT,High,690,Urban,Basic Credit Card,"Micro-loans, Budget Credit Card",Personal Loan,Pre-Retirement,186295,0.49,None,2,Medium,Travel Insurance,2025-09-15,Mobile App,Yes,Low,Matched to profile,0.42,Content-Based,No
CUST01464,30,Male,Married,1,Government,Low,517,Metro,Basic Credit Card,"Fixed Deposit, Home Loan",Personal Loan,Young Professional,129859,0.46,Home Loan,6,Medium,Fixed Deposit,2025-09-27,Branch,No,Medium,Matched to profile,0.85,Hybrid,Yes
CUST01465,24,Male,Married,2,Government,Low,832,Urban,Savings Account,"Fixed Deposit, Home Loan",Basic Credit Card,Early Career,23277,0.12,Personal Loan,9,Low,Travel Insurance,2025-09-06,Branch,No,Low,Similar customers bought this,0.18,Content-Based,No
CUST01466,46,Female,Married,0,Retired,Medium,359,Urban,Savings Account,"Retirement Fund, Health Insurance",Basic Credit Card,Mid-Career Professional,15862,0.35,Car Loan,10,Low,Gold Investment,2025-09-06,Mobile App,Yes,Low,Matched to profile,0.16,Hybrid,No
CUST01467,55,Female,Single,1,Self-Employed,Low,509,Metro,Savings Account,"Micro-loans, Budget Credit Card",Basic Credit Card,Young Professional,71558,0.13,Multiple,1,Medium,Fixed Deposit,2025-09-23,Website,Yes,Low,Matched to profile,0.19,Collaborative Filtering,No
CUST01468,33,Female,Single,0,Retired,High,448,Urban,Premium Credit Card,"Gold Investment, Life Insurance",Personal Loan (Travel),Early Career,117871,0.21,Personal Loan,2,Medium,Travel Insurance,2025-09-22,Website,No,Low,Matched to profile,0.13,Collaborative Filtering,Yes
CUST01469,63,Male,Single,0,Other,High,479,Semi-Urban,Premium Credit Card,"Savings Account, Bike Loan",Personal Loan (Travel),Pre-Retirement,57202,0.2,Home Loan,3,Medium,Micro-loans,2025-09-19,Branch,No,Low,Similar customers bought this,0.26,Hybrid,No
CUST01470,30,Male,Married,1,Government,Low,433,Rural,Basic Credit Card,"Micro-loans, Budget Credit Card",Personal Loan,Early Career,59964,0.28,None,10,Low,Savings Account,2025-09-14,Mobile App,No,Low,Similar customers bought this,0.27,Hybrid,No
CUST01471,36,Female,Married,2,Other,High,702,Metro,Premium Credit Card,"Savings Account, Bike Loan",Personal Loan (Travel),Pre-Retirement,138749,0.43,Personal Loan,6,Medium,Retirement Fund,2025-09-12,Branch,No,Medium,Based on browsing history,0.32,Collaborative Filtering,No
CUST01472,61,Female,Single,1,Other,High,446,Urban,Premium Credit Card,"Micro-loans, Budget Credit Card",Personal Loan (Travel),Young Professional,32347,0.45,Car Loan,8,Low,Gold Investment,2025-09-25,Website,No,Low,Matched to profile,0.89,Content-Based,No
CUST01473,46,Male,Single,2,Other,High,763,Metro,Basic Credit Card,"Micro-loans, Budget Credit Card",Personal Loan,Mid-Career Professional,118494,0.36,Home Loan,8,Low,Travel Insurance,2025-09-14,Website,No,Low,Based on browsing history,0.21,Hybrid,No
CUST01474,26,Male,Married,0,Self-Employed,Low,580,Metro,Savings Account,"Fixed Deposit, Home Loan",Basic Credit Card,Mid-Career Professional,69234,0.33,None,7,Low,Travel Insurance,2025-09-02,Website,No,Low,Similar customers bought this,0.65,Hybrid,No
CUST01475,32,Female,Married,0,Government,Medium,455,Rural,Student Credit Card,"Micro-loans, Budget Credit Card",Entry-Level Credit Card,Early Career,134372,0.47,None,9,Low,Micro-loans,2025-09-28,Website,No,Medium,Similar customers bought this,0.73,Hybrid,Yes
CUST01476,55,Male,Widowed,0,Government,Low,365,Rural,Premium Credit Card,"Retirement Fund, Health Insurance",Personal Loan (Travel),Pre-Retirement,103364,0.1,None,9,Low,Travel Insurance,2025-09-05,Website,No,Low,Similar customers bought this,0.86,Collaborative Filtering,No
CUST01477,45,Female,Single,1,Government,High,721,Metro,Premium Credit Card,"Savings Account, Bike Loan",Personal Loan (Travel),Young Professional,130854,0.23,Personal Loan,8,High,Gold Investment,2025-09-09,Branch,Yes,Low,Matched to profile,0.14,Content-Based,No
CUST01478,36,Female,Married,2,Retired,Low,332,Urban,Basic Credit Card,"Travel Insurance, Mutual Funds",Personal Loan,Pre-Retirement,31929,0.15,None,2,Low,Gold Investment,2025-09-05,Mobile App,No,Medium,Based on browsing history,0.34,Content-Based,Yes
CUST01479,59,Male,Married,1,IT,Medium,550,Metro,Student Credit Card,"Micro-loans, Budget Credit Card",Entry-Level Credit Card,Mid-Career Professional,9706,0.11,Personal Loan,4,High,Retirement Fund,2025-09-03,Website,No,Low,Similar customers bought this,0.11,Hybrid,Yes
CUST01480,29,Male,Married,1,Government,Low,681,Semi-Urban,Premium Credit Card,"Travel Insurance, Mutual Funds",Personal Loan (Travel),Young Professional,93804,0.35,Personal Loan,7,Medium,Gold Investment,2025-09-04,Mobile App,No,Low,Matched to profile,0.87,Collaborative Filtering,No
CUST01481,26,Female,Single,1,Self-Employed,Low,600,Semi-Urban,Savings Account,"Fixed Deposit, Home Loan",Basic Credit Card,Pre-Retirement,197602,0.14,Personal Loan,1,Low,Fixed Deposit,2025-09-06,Website,No,High,Based on browsing history,0.11,Content-Based,Yes
CUST01482,47,Male,Single,0,Self-Employed,Medium,486,Urban,Student Credit Card,"Travel Insurance, Mutual Funds",Entry-Level Credit Card,Early Career,36005,0.48,Personal Loan,6,High,Gold Investment,2025-09-19,Branch,No,Low,Matched to profile,0.4,Content-Based,No
CUST01483,39,Male,Single,0,IT,High,491,Urban,Basic Credit Card,"Retirement Fund, Health Insurance",Personal Loan,Mid-Career Professional,8272,0.29,None,6,Medium,Gold Investment,2025-09-05,Branch,No,Low,Matched to profile,0.52,Content-Based,Yes
CUST01484,27,Female,Married,0,Retired,Medium,547,Semi-Urban,Savings Account,"Retirement Fund, Health Insurance",Basic Credit Card,Early Career,165120,0.26,None,6,Medium,Micro-loans,2025-09-19,Mobile App,No,Low,Matched to profile,0.84,Content-Based,Yes
CUST01485,58,Female,Married,1,Self-Employed,High,387,Urban,Savings Account,"Fixed Deposit, Home Loan",Basic Credit Card,Pre-Retirement,94792,0.21,None,4,Medium,Fixed Deposit,2025-09-05,Website,No,Low,Similar customers bought this,0.85,Content-Based,No
CUST01486,34,Female,Married,2,IT,Low,383,Semi-Urban,Premium Credit Card,"Gold Investment, Life Insurance",Personal Loan (Travel),Mid-Career Professional,59643,0.17,None,10,High,Savings Account,2025-09-27,Mobile App,No,Low,Similar customers bought this,0.28,Content-Based,No
CUST01487,49,Female,Single,2,Self-Employed,Medium,662,Semi-Urban,Premium Credit Card,"Retirement Fund, Health Insurance",Personal Loan (Travel),Young Professional,151227,0.46,Car Loan,6,High,Gold Investment,2025-09-24,Mobile App,No,Low,Matched to profile,0.94,Content-Based,No
CUST01488,26,Other,Single,0,IT,Medium,720,Urban,Premium Credit Card,"Savings Account, Bike Loan",Personal Loan (Travel),Mid-Career Professional,148077,0.33,Home Loan,3,Low,Micro-loans,2025-09-24,Mobile App,No,Low,Based on browsing history,0.34,Hybrid,No
CUST01489,34,Male,Single,3,Self-Employed,Low,412,Semi-Urban,Mortgage Loan,"Gold Investment, Life Insurance",Retirement Investment Plan,Young Professional,162615,0.16,Home Loan,2,Medium,Travel Insurance,2025-09-05,Website,No,Low,Matched to profile,0.87,Content-Based,Yes
CUST01490,38,Female,Married,2,Retired,Medium,435,Urban,Basic Credit Card,"Retirement Fund, Health Insurance",Personal Loan,Early Career,88604,0.36,Personal Loan,1,High,Fixed Deposit,2025-09-24,Mobile App,Yes,Low,Similar customers bought this,0.8,Hybrid,No
CUST01491,61,Female,Married,1,Retired,Medium,537,Urban,Premium Credit Card,"Gold Investment, Life Insurance",Personal Loan (Travel),Young Professional,175054,0.16,Personal Loan,3,Medium,Fixed Deposit,2025-09-23,Mobile App,No,High,Similar customers bought this,0.58,Collaborative Filtering,No
CUST01492,53,Male,Single,2,Self-Employed,Medium,842,Metro,Premium Credit Card,"Micro-loans, Budget Credit Card",Personal Loan (Travel),Young Professional,129164,0.4,None,4,High,Savings Account,2025-09-23,Mobile App,No,Low,Matched to profile,0.84,Hybrid,Yes
CUST01493,50,Male,Married,1,Self-Employed,Medium,456,Urban,Mortgage Loan,"Retirement Fund, Health Insurance",Retirement Investment Plan,Young Professional,170352,0.3,Personal Loan,3,Low,Retirement Fund,2025-09-06,Branch,Yes,High,Based on browsing history,0.71,Hybrid,Yes
CUST01494,24,Female,Single,1,Other,Medium,317,Metro,Basic Credit Card,"Gold Investment, Life Insurance",Personal Loan,Early Career,31223,0.25,Personal Loan,7,Medium,Gold Investment,2025-09-24,Mobile App,No,High,Similar customers bought this,0.2,Collaborative Filtering,Yes
CUST01495,61,Male,Married,0,Government,Low,319,Rural,Mortgage Loan,"Savings Account, Bike Loan",Retirement Investment Plan,Early Career,108941,0.34,Personal Loan,2,Medium,Gold Investment,2025-09-28,Mobile App,No,Low,Similar customers bought this,0.41,Content-Based,Yes
CUST01496,55,Female,Single,2,Retired,Low,414,Semi-Urban,Savings Account,"Fixed Deposit, Home Loan",Basic Credit Card,Early Career,116727,0.44,Personal Loan,2,Low,Gold Investment,2025-09-02,Mobile App,No,High,Based on browsing history,0.19,Hybrid,Yes
CUST01497,61,Female,Married,1,Self-Employed,Medium,671,Semi-Urban,Student Credit Card,"Retirement Fund, Health Insurance",Entry-Level Credit Card,Young Professional,96028,0.23,Multiple,6,Medium,Fixed Deposit,2025-09-10,Website,No,Medium,Based on browsing history,0.81,Collaborative Filtering,No
CUST01498,48,Female,Married,1,Government,Low,341,Semi-Urban,Premium Credit Card,"Savings Account, Bike Loan",Personal Loan (Travel),Mid-Career Professional,109189,0.36,Multiple,7,Medium,Retirement Fund,2025-09-18,Website,No,Low,Based on browsing history,0.58,Hybrid,No
CUST01499,34,Female,Single,1,Self-Employed,Low,786,Metro,Student Credit Card,"Micro-loans, Budget Credit Card",Entry-Level Credit Card,Mid-Career Professional,194696,0.21,Multiple,8,High,Fixed Deposit,2025-09-02,Mobile App,No,High,Similar customers bought this,0.1,Content-Based,No
CUST01500,54,Female,Single,1,Government,Medium,726,Semi-Urban,Savings Account,"Travel Insurance, Mutual Funds",Basic Credit Card,Early Career,89133,0.21,None,9,Medium,Savings Account,2025-09-10,Mobile App,No,Low,Similar customers bought this,0.89,Content-Based,No
CUST01501,27,Female,Single,1,Government,Medium,686,Semi-Urban,Savings Account,"Travel Insurance, Mutual Funds",Basic Credit Card,Pre-Retirement,10764,0.43,Home Loan,5,Low,Fixed Deposit,2025-09-17,Website,Yes,Low,Matched to profile,0.63,Hybrid,No
CUST01502,45,Female,Single,0,Retired,Low,704,Urban,Savings Account,"Fixed Deposit, Home Loan",Basic Credit Card,Mid-Career Professional,42693,0.3,Car Loan,8,Medium,Retirement Fund,2025-09-11,Mobile App,No,Low,Matched to profile,0.36,Content-Based,No
CUST01503,40,Female,Divorced,1,Other,Medium,752,Urban,Premium Credit Card,"Fixed Deposit, Home Loan",Personal Loan (Travel),Mid-Career Professional,157713,0.23,Car Loan,6,Low,Micro-loans,2025-09-04,Website,Yes,Low,Based on browsing history,0.64,Content-Based,Yes
CUST01504,37,Female,Married,1,IT,Medium,364,Metro,Premium Credit Card,"Travel Insurance, Mutual Funds",Personal Loan (Travel),Young Professional,134199,0.14,None,7,Medium,Travel Insurance,2025-09-08,Mobile App,No,Medium,Matched to profile,0.48,Hybrid,Yes
CUST01505,61,Male,Married,0,Self-Employed,Low,761,Metro,Mortgage Loan,"Travel Insurance, Mutual Funds",Retirement Investment Plan,Young Professional,58819,0.41,None,1,Low,Fixed Deposit,2025-09-25,Branch,No,Medium,Matched to profile,0.18,Hybrid,Yes
CUST01506,49,Female,Married,0,Government,High,797,Metro,Basic Credit Card,"Fixed Deposit, Home Loan",Personal Loan,Pre-Retirement,19505,0.33,None,6,High,Micro-loans,2025-09-08,Mobile App,No,High,Similar customers bought this,0.65,Hybrid,No
CUST01507,54,Male,Married,1,Other,Medium,623,Metro,Savings Account,"Travel Insurance, Mutual Funds",Basic Credit Card,Mid-Career Professional,157500,0.37,Personal Loan,8,High,Gold Investment,2025-09-03,Website,No,Low,Similar customers bought this,0.14,Content-Based,Yes
CUST01508,62,Female,Single,2,Government,Medium,830,Urban,Savings Account,"Retirement Fund, Health Insurance",Basic Credit Card,Young Professional,104912,0.25,None,5,High,Savings Account,2025-09-24,Branch,No,Medium,Based on browsing history,0.79,Content-Based,No
CUST01509,34,Male,Single,0,Self-Employed,Medium,447,Metro,Savings Account,"Gold Investment, Life Insurance",Basic Credit Card,Early Career,8098,0.19,Home Loan,9,Medium,Savings Account,2025-09-12,Mobile App,Yes,Low,Based on browsing history,0.15,Hybrid,No
CUST01510,64,Female,Married,0,IT,Low,411,Metro,Student Credit Card,"Savings Account, Bike Loan",Entry-Level Credit Card,Mid-Career Professional,163920,0.38,None,3,Medium,Retirement Fund,2025-09-13,Branch,No,Low,Based on browsing history,0.62,Collaborative Filtering,No
CUST01511,46,Other,Married,0,Retired,Medium,692,Rural,Student Credit Card,"Gold Investment, Life Insurance",Entry-Level Credit Card,Mid-Career Professional,41778,0.09,Home Loan,3,High,Gold Investment,2025-09-28,Mobile App,No,Low,Matched to profile,0.4,Collaborative Filtering,No
CUST01512,63,Female,Divorced,0,IT,Low,786,Metro,Mortgage Loan,"Fixed Deposit, Home Loan",Retirement Investment Plan,Pre-Retirement,16557,0.35,None,10,High,Fixed Deposit,2025-09-13,Mobile App,Yes,Low,Based on browsing history,0.39,Content-Based,Yes
CUST01513,57,Female,Single,1,Retired,High,717,Urban,Basic Credit Card,"Savings Account, Bike Loan",Personal Loan,Young Professional,173607,0.49,Multiple,7,Medium,Travel Insurance,2025-09-04,Mobile App,No,Low,Based on browsing history,0.35,Content-Based,Yes
CUST01514,48,Female,Single,1,Government,High,469,Semi-Urban,Savings Account,"Micro-loans, Budget Credit Card",Basic Credit Card,Early Career,182208,0.42,None,9,Medium,Retirement Fund,2025-09-20,Branch,Yes,High,Based on browsing history,0.22,Hybrid,Yes
CUST01515,59,Female,Married,1,Other,Medium,568,Urban,Savings Account,"Micro-loans, Budget Credit Card",Basic Credit Card,Young Professional,33541,0.38,Home Loan,6,Low,Fixed Deposit,2025-09-06,Website,No,Low,Matched to profile,0.51,Content-Based,No
CUST01516,28,Male,Married,3,Retired,Low,644,Metro,Premium Credit Card,"Retirement Fund, Health Insurance",Personal Loan (Travel),Early Career,100943,0.25,None,6,Medium,Gold Investment,2025-09-02,Branch,Yes,Low,Based on browsing history,0.54,Content-Based,No
CUST01517,26,Male,Divorced,1,Government,Low,569,Urban,Mortgage Loan,"Micro-loans, Budget Credit Card",Retirement Investment Plan,Young Professional,97694,0.06,Personal Loan,2,Low,Savings Account,2025-09-19,Website,No,Low,Matched to profile,0.86,Hybrid,Yes
CUST01518,64,Male,Single,0,Self-Employed,Low,304,Rural,Savings Account,"Fixed Deposit, Home Loan",Basic Credit Card,Pre-Retirement,133831,0.49,Home Loan,10,Low,Retirement Fund,2025-09-19,Mobile App,No,High,Similar customers bought this,0.79,Collaborative Filtering,No
CUST01519,52,Female,Single,0,Self-Employed,Medium,788,Metro,Savings Account,"Retirement Fund, Health Insurance",Basic Credit Card,Early Career,166877,0.46,Personal Loan,3,Medium,Gold Investment,2025-09-25,Mobile App,No,Low,Based on browsing history,0.14,Hybrid,Yes
CUST01520,44,Male,Single,0,Other,Low,549,Metro,Premium Credit Card,"Gold Investment, Life Insurance",Personal Loan (Travel),Mid-Career Professional,130793,0.27,Home Loan,5,Low,Micro-loans,2025-09-26,Branch,No,Low,Similar customers bought this,0.31,Content-Based,No
CUST01521,63,Female,Single,0,Other,Medium,524,Semi-Urban,Premium Credit Card,"Retirement Fund, Health Insurance",Personal Loan (Travel),Young Professional,66687,0.36,Personal Loan,2,Medium,Fixed Deposit,2025-09-25,Mobile App,No,Low,Based on browsing history,0.91,Collaborative Filtering,Yes
CUST01522,31,Female,Single,1,Self-Employed,Low,375,Metro,Savings Account,"Fixed Deposit, Home Loan",Basic Credit Card,Young Professional,18198,0.3,Personal Loan,6,High,Fixed Deposit,2025-09-28,Mobile App,No,Low,Based on browsing history,0.28,Hybrid,Yes
CUST01523,53,Female,Single,0,Self-Employed,High,483,Rural,Student Credit Card,"Travel Insurance, Mutual Funds",Entry-Level Credit Card,Young Professional,171633,0.36,None,8,High,Gold Investment,2025-09-24,Mobile App,No,High,Based on browsing history,0.56,Hybrid,No
CUST01524,64,Male,Married,0,Retired,Low,305,Metro,Savings Account,"Savings Account, Bike Loan",Basic Credit Card,Early Career,30657,0.07,Home Loan,6,Medium,Fixed Deposit,2025-09-17,Branch,Yes,Medium,Based on browsing history,0.18,Content-Based,No
CUST01525,51,Male,Married,1,Other,High,620,Rural,Mortgage Loan,"Fixed Deposit, Home Loan",Retirement Investment Plan,Mid-Career Professional,167724,0.5,None,4,High,Retirement Fund,2025-09-18,Mobile App,No,High,Similar customers bought this,0.14,Content-Based,Yes
CUST01526,60,Male,Single,2,Self-Employed,High,790,Rural,Savings Account,"Travel Insurance, Mutual Funds",Basic Credit Card,Early Career,175799,0.4,None,7,High,Retirement Fund,2025-09-08,Website,No,High,Matched to profile,0.81,Hybrid,No
CUST01527,52,Female,Single,0,Retired,Medium,312,Urban,Savings Account,"Travel Insurance, Mutual Funds",Basic Credit Card,Young Professional,134282,0.17,Multiple,10,Low,Fixed Deposit,2025-09-06,Mobile App,No,High,Matched to profile,0.17,Content-Based,Yes
CUST01528,39,Male,Widowed,0,Government,Medium,612,Semi-Urban,Basic Credit Card,"Micro-loans, Budget Credit Card",Personal Loan,Young Professional,83800,0.29,Home Loan,5,Medium,Gold Investment,2025-09-18,Mobile App,Yes,Low,Similar customers bought this,0.17,Collaborative Filtering,No
CUST01529,57,Female,Single,0,Other,Medium,601,Rural,Savings Account,"Gold Investment, Life Insurance",Basic Credit Card,Young Professional,24518,0.26,Car Loan,3,High,Fixed Deposit,2025-09-02,Mobile App,No,High,Similar customers bought this,0.72,Content-Based,Yes
CUST01530,23,Female,Married,1,Other,Medium,413,Urban,Basic Credit Card,"Retirement Fund, Health Insurance",Personal Loan,Mid-Career Professional,116532,0.21,None,9,Low,Savings Account,2025-09-05,Website,No,Low,Matched to profile,0.5,Hybrid,No
CUST01531,35,Male,Married,0,Self-Employed,Low,608,Semi-Urban,Premium Credit Card,"Retirement Fund, Health Insurance",Personal Loan (Travel),Early Career,104653,0.25,None,6,Low,Travel Insurance,2025-09-15,Branch,No,High,Matched to profile,0.24,Hybrid,No
CUST01532,34,Male,Single,1,Self-Employed,Low,466,Semi-Urban,Basic Credit Card,"Micro-loans, Budget Credit Card",Personal Loan,Mid-Career Professional,173524,0.31,Multiple,6,Low,Gold Investment,2025-09-17,Mobile App,No,Low,Based on browsing history,0.47,Collaborative Filtering,Yes
CUST01533,50,Female,Married,3,Self-Employed,Medium,319,Urban,Premium Credit Card,"Micro-loans, Budget Credit Card",Personal Loan (Travel),Mid-Career Professional,93164,0.28,Personal Loan,3,Medium,Savings Account,2025-09-02,Mobile App,No,Low,Based on browsing history,0.6,Content-Based,Yes
CUST01534,33,Male,Married,0,Self-Employed,Medium,703,Semi-Urban,Basic Credit Card,"Retirement Fund, Health Insurance",Personal Loan,Young Professional,63398,0.43,None,5,High,Travel Insurance,2025-09-03,Website,No,Medium,Based on browsing history,0.59,Hybrid,No
CUST01535,60,Female,Single,0,IT,Medium,397,Urban,Savings Account,"Fixed Deposit, Home Loan",Basic Credit Card,Young Professional,26123,0.1,Personal Loan,2,Medium,Gold Investment,2025-09-23,Mobile App,No,Low,Matched to profile,0.61,Hybrid,No
CUST01536,23,Female,Married,1,Self-Employed,Low,441,Metro,Mortgage Loan,"Fixed Deposit, Home Loan",Retirement Investment Plan,Mid-Career Professional,167068,0.08,None,9,Medium,Savings Account,2025-09-20,Website,No,Low,Similar customers bought this,0.65,Collaborative Filtering,No
CUST01537,53,Male,Married,0,Government,Low,570,Metro,Student Credit Card,"Fixed Deposit, Home Loan",Entry-Level Credit Card,Mid-Career Professional,189256,0.28,Home Loan,2,High,Retirement Fund,2025-09-02,Website,No,Low,Similar customers bought this,0.34,Hybrid,Yes
